skills,certifications,experience_years,education_level,projects_completed,github_commits_per_year,soft_skills,expected_salary_lpa,job_role
"MySQL, CSS, React",Meta Frontend Developer,6.7,Diploma,5,345,"Problem Solving, Creativity, Collaboration",14.2,Web Developer
"Deep Learning, Python, OpenCV, NLP, Machine Learning, Hugging Face",NVIDIA Deep Learning,9.0,Bachelor's,11,237,"Teamwork, Creativity",17.5,AI Engineer
"Statistics, Excel, Power BI, Tableau",Google Data Analytics,1.3,Master's,16,113,"Attention to Detail, Creativity",6.6,Data Analyst
"HTML, React, REST APIs, Node.js, MongoDB, Google Analytics",None,1.3,Bachelor's,12,305,"Leadership, Adaptability",9.0,Web Developer
"REST APIs, HTML, Vue.js, Node.js, LangChain",React Developer Certification,6.3,Bachelor's,33,292,"Critical Thinking, Attention to Detail",5.6,Web Developer
"Machine Learning, Scikit-learn, Hugging Face, PyTorch, TensorFlow",AWS Machine Learning,5.3,Master's,6,149,"Critical Thinking, Communication, Creativity",11.1,AI Engineer
"Python, Pandas, Statistics",IBM Data Analyst,5.2,Diploma,2,175,"Problem Solving, Adaptability, Communication, Critical Thinking",10.1,Data Analyst
"PyTorch, TensorFlow, Deep Learning, MLOps",NVIDIA Deep Learning,10.9,Master's,16,76,"Time Management, Leadership",7.6,AI Engineer
"Python, Deep Learning, TensorFlow, MLOps, NLP, LangChain",None,6.8,Master's,7,182,"Teamwork, Collaboration, Problem Solving, Creativity",19.1,AI Engineer
"Angular, TypeScript, Docker, REST APIs, HTML",None,11.4,Master's,16,264,"Attention to Detail, Critical Thinking, Problem Solving, Teamwork",13.7,Web Developer
"Excel, SPSS, SQL, Tableau",IBM Data Analyst,8.2,Bachelor's,13,207,"Teamwork, Creativity, Collaboration",10.9,Data Analyst
"PyTorch, LangChain, NLP, Scikit-learn",AWS Machine Learning,4.8,Master's,8,218,"Critical Thinking, Problem Solving, Communication",12.1,AI Engineer
"SQL, Data Visualization, Excel, Python, SPSS, Google Analytics",Tableau Desktop Specialist,4.5,Master's,18,133,"Leadership, Creativity, Collaboration",8.6,Data Analyst
"TensorFlow, Deep Learning, LangChain, Machine Learning",AWS Machine Learning,6.9,PhD,4,137,"Creativity, Attention to Detail, Communication, Leadership",16.5,AI Engineer
"R, SQL, Statistics",None,2.3,Master's,19,157,"Leadership, Attention to Detail, Communication",7.3,Data Analyst
"NumPy, SPSS, Google Analytics",None,7.2,Bachelor's,8,105,"Critical Thinking, Problem Solving, Leadership",11.8,Data Analyst
"Machine Learning, Python, NLP, OpenCV, PyTorch, MLOps",NVIDIA Deep Learning,7.2,Master's,9,331,"Teamwork, Time Management, Attention to Detail, Collaboration",20.8,AI Engineer
"NLP, Keras, Machine Learning, TensorFlow, OpenCV",Google TensorFlow Developer,3.9,Master's,19,94,"Creativity, Problem Solving, Leadership",15.9,AI Engineer
"MLOps, PyTorch, Keras, Scikit-learn",NVIDIA Deep Learning,2.0,Bachelor's,10,232,"Problem Solving, Attention to Detail, Collaboration, Leadership",20.8,AI Engineer
"Docker, Angular, TypeScript, HTML, JavaScript",Node.js Certification,4.3,Bachelor's,15,207,"Teamwork, Communication, Leadership",5.9,Web Developer
"CSS, MySQL, JavaScript, TypeScript, Vue.js",Node.js Certification,6.1,Master's,13,458,"Critical Thinking, Time Management, Adaptability",6.4,Web Developer
"R, Tableau, Power BI, Pandas, Google Analytics",Microsoft Power BI,2.3,Bachelor's,19,274,"Creativity, Time Management, Problem Solving, Teamwork",16.0,Data Analyst
"Deep Learning, TensorFlow, Machine Learning, PyTorch",Microsoft Azure AI,3.0,Master's,15,269,"Critical Thinking, Leadership, Adaptability, Communication",18.7,AI Engineer
"OpenCV, NLP, Deep Learning, Hugging Face, LangChain",Google TensorFlow Developer,3.5,Master's,13,276,"Teamwork, Creativity, Leadership",9.0,AI Engineer
"Scikit-learn, Python, LangChain, MLOps, Deep Learning",AWS Machine Learning,3.1,Diploma,7,320,"Critical Thinking, Creativity, Communication",20.1,AI Engineer
"Statistics, NumPy, Pandas",None,1.4,Diploma,24,79,"Critical Thinking, Attention to Detail, Problem Solving",8.1,Data Analyst
"Data Visualization, NumPy, Google Analytics, Excel",Tableau Desktop Specialist,8.4,Diploma,7,211,"Adaptability, Teamwork",8.2,Data Analyst
"Tableau, Statistics, NumPy, SQL",IBM Data Analyst,5.1,Master's,13,238,"Problem Solving, Communication, Leadership",3.4,Data Analyst
"Tableau, Excel, NumPy",IBM Data Analyst,9.1,Master's,12,190,"Creativity, Leadership, Problem Solving",7.9,Data Analyst
"JavaScript, React, Angular, CSS, NumPy",None,10.4,Bachelor's,13,263,"Critical Thinking, Teamwork",4.4,Web Developer
"PHP, Node.js, Angular, TypeScript, Vue.js, HTML",None,1.9,PhD,17,188,"Leadership, Collaboration, Time Management, Critical Thinking",10.7,Web Developer
"Python, Google Analytics, NumPy, Pandas",AWS Data Analytics,4.0,Bachelor's,14,227,"Adaptability, Collaboration, Leadership, Communication",13.8,Data Analyst
"React, Docker, TypeScript, Vue.js",Google UX Design,3.4,Bachelor's,17,283,"Communication, Leadership, Critical Thinking, Collaboration",8.2,Web Developer
"MLOps, PyTorch, Keras, NLP",Google TensorFlow Developer,3.6,PhD,11,278,"Teamwork, Adaptability, Collaboration",20.4,AI Engineer
"PHP, REST APIs, TypeScript, MongoDB",Google UX Design,2.1,Bachelor's,20,293,"Teamwork, Critical Thinking, Problem Solving, Time Management",9.2,Web Developer
"TensorFlow, LangChain, Hugging Face",IBM AI Engineering,10.2,Master's,4,151,"Critical Thinking, Time Management, Adaptability",19.4,AI Engineer
"NLP, MLOps, Keras, Hugging Face, PyTorch, LangChain",Google TensorFlow Developer,5.5,Master's,12,269,"Communication, Critical Thinking, Teamwork",20.1,AI Engineer
"HTML, MySQL, React, Angular",Node.js Certification,5.3,Bachelor's,11,441,"Problem Solving, Adaptability, Critical Thinking, Creativity",10.8,Web Developer
"TypeScript, JavaScript, Docker, REST APIs, Node.js",AWS Cloud Practitioner,7.8,Bachelor's,16,289,"Communication, Teamwork, Adaptability, Critical Thinking",9.5,Web Developer
"NumPy, Excel, Pandas, SQL",None,3.8,Master's,18,159,"Critical Thinking, Collaboration, Communication, Adaptability",8.5,Data Analyst
"JavaScript, React, Docker, TypeScript, REST APIs",AWS Cloud Practitioner,7.0,Diploma,21,116,"Collaboration, Time Management, Attention to Detail",6.4,Web Developer
"Power BI, Data Visualization, Tableau, Excel, Google Analytics, SPSS",None,7.0,PhD,10,84,"Collaboration, Leadership, Critical Thinking",5.2,Data Analyst
"NLP, OpenCV, MLOps, Scikit-learn",AWS Machine Learning,4.7,Master's,5,161,"Critical Thinking, Collaboration",15.0,AI Engineer
"R, SPSS, Excel",IBM Data Analyst,6.0,Diploma,21,246,"Teamwork, Collaboration, Time Management, Leadership",6.9,Data Analyst
"Node.js, Angular, JavaScript, Docker",React Developer Certification,1.7,Bachelor's,25,240,"Leadership, Collaboration, Critical Thinking",11.5,Web Developer
"Scikit-learn, Machine Learning, Keras, Google Analytics",None,4.2,Bachelor's,3,284,"Time Management, Communication, Collaboration, Adaptability",15.0,AI Engineer
"Tableau, Data Visualization, Google Analytics",SAS Certified Analyst,6.3,Master's,10,275,"Problem Solving, Attention to Detail",7.0,Data Analyst
"Machine Learning, LangChain, Keras, TensorFlow, Scikit-learn, PyTorch",NVIDIA Deep Learning,4.0,Master's,8,151,"Creativity, Attention to Detail, Critical Thinking",17.6,AI Engineer
"SPSS, Pandas, Statistics",None,8.6,Bachelor's,10,124,"Attention to Detail, Critical Thinking, Creativity, Teamwork",10.0,Data Analyst
"Python, R, Excel",None,7.2,Bachelor's,13,174,"Problem Solving, Creativity, Critical Thinking, Teamwork",15.6,Data Analyst
"Python, PyTorch, TensorFlow, Deep Learning, Hugging Face",AWS Machine Learning,5.1,Bachelor's,14,92,"Critical Thinking, Creativity",9.1,AI Engineer
"Python, Tableau, Pandas, SPSS",Tableau Desktop Specialist,11.1,Bachelor's,14,101,"Critical Thinking, Communication",12.0,Data Analyst
"Power BI, SPSS, SQL, NumPy, Data Visualization",Microsoft Power BI,3.0,Bachelor's,13,231,"Time Management, Communication, Adaptability",5.6,Data Analyst
"SPSS, Data Visualization, Python, Pandas",None,1.8,Bachelor's,13,109,"Problem Solving, Time Management, Attention to Detail",12.2,Data Analyst
"Python, MLOps, Hugging Face, Keras",IBM AI Engineering,7.7,Bachelor's,11,331,"Critical Thinking, Problem Solving, Attention to Detail",12.9,AI Engineer
"Tableau, SQL, Excel, Pandas",None,6.5,PhD,12,121,"Collaboration, Attention to Detail",7.0,Data Analyst
"Pandas, Data Visualization, Tableau, Excel, Google Analytics, SPSS",SAS Certified Analyst,4.7,Master's,14,166,"Time Management, Critical Thinking, Communication",10.8,Data Analyst
"LangChain, Machine Learning, Keras",IBM AI Engineering,7.7,Master's,16,213,"Teamwork, Adaptability",11.4,AI Engineer
"Hugging Face, Machine Learning, Scikit-learn, Python, LangChain, Deep Learning",NVIDIA Deep Learning,4.9,Bachelor's,12,226,"Leadership, Communication",13.9,AI Engineer
"PHP, Vue.js, REST APIs, Angular",Meta Frontend Developer,7.1,Bachelor's,20,246,"Attention to Detail, Teamwork",10.0,Web Developer
"Power BI, R, Tableau, Excel, Statistics, HTML",Microsoft Power BI,2.4,Master's,1,61,"Attention to Detail, Leadership, Time Management, Adaptability",16.4,Data Analyst
"CSS, React, REST APIs, Node.js, Docker, TypeScript",Google UX Design,5.4,Master's,15,150,"Adaptability, Critical Thinking",17.2,Web Developer
"React, Angular, TypeScript",AWS Cloud Practitioner,9.3,Bachelor's,14,182,"Creativity, Collaboration, Teamwork",9.6,Web Developer
"NumPy, SQL, Google Analytics",Tableau Desktop Specialist,9.8,Master's,12,171,"Creativity, Critical Thinking, Teamwork",12.8,Data Analyst
"MongoDB, JavaScript, TypeScript, PHP, CSS, R",None,11.2,Diploma,14,235,"Communication, Critical Thinking",9.5,Web Developer
"MySQL, PHP, TypeScript, HTML, Angular, JavaScript",None,2.8,Bachelor's,9,201,"Critical Thinking, Teamwork, Adaptability, Time Management",4.9,Web Developer
"OpenCV, NLP, Scikit-learn, Deep Learning",NVIDIA Deep Learning,5.3,Master's,11,143,"Adaptability, Creativity",12.9,AI Engineer
"React, Docker, TypeScript, MySQL, JavaScript",MongoDB Developer,3.0,Diploma,17,387,"Teamwork, Leadership",14.6,Web Developer
"PyTorch, TensorFlow, Hugging Face, Machine Learning, Scikit-learn, LangChain",None,3.9,Master's,9,219,"Problem Solving, Critical Thinking, Time Management",13.0,AI Engineer
"Pandas, Tableau, Statistics",AWS Data Analytics,6.2,Master's,13,182,"Communication, Teamwork, Problem Solving, Collaboration",8.7,Data Analyst
"Deep Learning, Hugging Face, LangChain, OpenCV",Deep Learning Specialization,3.3,Bachelor's,1,95,"Collaboration, Problem Solving, Creativity",16.5,AI Engineer
"Python, Machine Learning, Hugging Face, PyTorch, TensorFlow",Deep Learning Specialization,3.0,Bachelor's,5,154,"Time Management, Communication, Attention to Detail, Leadership",14.7,AI Engineer
"PHP, MongoDB, React",MongoDB Developer,3.7,Master's,16,337,"Problem Solving, Communication, Teamwork, Creativity",9.6,Web Developer
"Power BI, Python, Tableau",Microsoft Power BI,5.1,Master's,11,154,"Adaptability, Leadership",8.1,Data Analyst
"REST APIs, Vue.js, Node.js",React Developer Certification,4.0,Bachelor's,14,317,"Leadership, Communication, Critical Thinking",4.3,Web Developer
"R, Python, Google Analytics, Power BI, Excel, NumPy",AWS Data Analytics,4.6,Bachelor's,6,193,"Critical Thinking, Problem Solving",5.3,Data Analyst
"Python, Deep Learning, Machine Learning, PyTorch, LangChain, NLP",None,2.7,Bachelor's,12,308,"Critical Thinking, Creativity, Leadership",18.8,AI Engineer
"TypeScript, Node.js, React, OpenCV",MongoDB Developer,7.0,Master's,17,318,"Problem Solving, Creativity, Leadership, Time Management",11.0,Web Developer
"Scikit-learn, Hugging Face, TensorFlow",None,3.9,Bachelor's,6,198,"Creativity, Adaptability",6.8,AI Engineer
"Hugging Face, Scikit-learn, LangChain",None,5.3,Bachelor's,13,214,"Attention to Detail, Collaboration, Creativity, Time Management",18.9,AI Engineer
"CSS, Vue.js, MongoDB",None,3.0,Bachelor's,20,352,"Leadership, Problem Solving",9.6,Web Developer
"MLOps, Scikit-learn, Python, OpenCV, Keras, Hugging Face, JavaScript",NVIDIA Deep Learning,4.3,Bachelor's,9,271,"Time Management, Creativity",18.5,AI Engineer
"Docker, MongoDB, REST APIs, Angular",Meta Frontend Developer,2.4,Master's,14,267,"Adaptability, Time Management, Collaboration",11.5,Web Developer
"Google Analytics, Data Visualization, R",AWS Data Analytics,7.2,Bachelor's,13,256,"Communication, Adaptability, Leadership",10.4,Data Analyst
"JavaScript, REST APIs, Vue.js, PHP, MongoDB, MySQL",Google UX Design,2.7,Diploma,16,249,"Leadership, Time Management",12.5,Web Developer
"MySQL, Node.js, Docker, Vue.js",Meta Frontend Developer,6.2,Bachelor's,5,308,"Attention to Detail, Time Management",14.5,Web Developer
"OpenCV, MLOps, Scikit-learn",AWS Machine Learning,7.1,Master's,6,287,"Collaboration, Time Management, Communication, Critical Thinking",8.6,AI Engineer
"R, SPSS, Excel, Pandas, PHP",None,2.5,Bachelor's,11,288,"Leadership, Creativity, Collaboration, Critical Thinking",11.8,Data Analyst
"Data Visualization, Tableau, SQL, NumPy, SPSS, Excel, NLP",IBM Data Analyst,5.7,Master's,1,186,"Adaptability, Communication, Teamwork",9.5,Data Analyst
"Node.js, Docker, REST APIs, HTML",Meta Frontend Developer,5.5,Bachelor's,20,310,"Communication, Adaptability",7.1,Web Developer
"Angular, Docker, HTML, PHP, TypeScript, REST APIs",Google UX Design,7.4,Master's,19,368,"Attention to Detail, Time Management, Leadership, Teamwork",10.7,Web Developer
"NLP, LangChain, OpenCV, Deep Learning, PyTorch",IBM AI Engineering,4.5,PhD,9,189,"Communication, Teamwork, Attention to Detail",19.1,AI Engineer
"Keras, Python, Deep Learning",None,5.9,PhD,4,132,"Attention to Detail, Time Management, Problem Solving",11.2,AI Engineer
"JavaScript, REST APIs, HTML, Hugging Face",Google UX Design,9.7,Diploma,20,190,"Adaptability, Communication, Leadership, Problem Solving",11.0,Web Developer
"CSS, React, JavaScript, TypeScript, Deep Learning",Node.js Certification,1.9,Bachelor's,19,222,"Creativity, Collaboration, Teamwork",8.9,Web Developer
"PyTorch, Machine Learning, Hugging Face",None,5.6,Master's,8,138,"Creativity, Communication, Collaboration, Adaptability",15.0,AI Engineer
"Scikit-learn, PyTorch, Python, NLP, Hugging Face",AWS Machine Learning,7.0,Master's,5,164,"Problem Solving, Creativity, Attention to Detail, Adaptability",10.1,AI Engineer
"Docker, REST APIs, React, CSS, Vue.js",Google UX Design,3.2,Diploma,11,157,"Communication, Time Management, Critical Thinking, Creativity",17.8,Web Developer
"MySQL, HTML, Node.js, CSS, Vue.js",Node.js Certification,2.8,Bachelor's,4,301,"Problem Solving, Teamwork, Leadership",11.0,Web Developer
"Statistics, SPSS, Excel, SQL, Data Visualization",AWS Data Analytics,6.3,Bachelor's,18,191,"Problem Solving, Time Management",15.3,Data Analyst
"Data Visualization, SPSS, NumPy, Tableau, Statistics",Microsoft Power BI,6.3,Master's,6,226,"Teamwork, Leadership, Communication",8.5,Data Analyst
"Angular, Docker, Node.js",Meta Frontend Developer,8.2,Bachelor's,21,225,"Collaboration, Creativity",7.2,Web Developer
"Docker, PHP, JavaScript, Node.js, TypeScript, React",React Developer Certification,4.9,Master's,15,423,"Time Management, Adaptability, Critical Thinking",13.7,Web Developer
"Google Analytics, NumPy, R, Statistics, Tableau",SAS Certified Analyst,1.1,Bachelor's,21,151,"Time Management, Leadership, Collaboration",6.0,Data Analyst
"LangChain, Keras, NLP",IBM AI Engineering,9.5,Bachelor's,16,272,"Critical Thinking, Problem Solving, Collaboration, Creativity",12.4,AI Engineer
"R, NumPy, SPSS, Google Analytics",AWS Data Analytics,2.1,PhD,10,305,"Communication, Collaboration, Attention to Detail",12.6,Data Analyst
"Vue.js, Node.js, MySQL, CSS, Docker, JavaScript",Meta Frontend Developer,7.6,PhD,19,314,"Problem Solving, Attention to Detail, Collaboration, Leadership",10.7,Web Developer
"LangChain, NLP, Hugging Face",None,3.9,PhD,8,121,"Creativity, Communication, Collaboration, Adaptability",10.2,AI Engineer
"NumPy, Tableau, SPSS, Excel, SQL",AWS Data Analytics,4.2,Master's,5,252,"Adaptability, Problem Solving, Collaboration",11.6,Data Analyst
"Angular, HTML, MySQL, TypeScript, Vue.js, React, Python",Node.js Certification,5.6,Master's,19,217,"Teamwork, Problem Solving, Communication, Time Management",5.0,Web Developer
"REST APIs, PHP, HTML, Vue.js, Angular",None,1.4,Bachelor's,20,298,"Creativity, Teamwork, Leadership",13.3,Web Developer
"Python, Excel, R, SPSS, Power BI",None,7.5,Master's,22,358,"Teamwork, Problem Solving",9.9,Data Analyst
"MySQL, HTML, Vue.js, CSS, Deep Learning",None,4.1,Diploma,14,416,"Adaptability, Leadership",7.2,Web Developer
"MLOps, NLP, Hugging Face, PyTorch, TensorFlow, Python",Google TensorFlow Developer,7.9,Bachelor's,8,204,"Critical Thinking, Problem Solving, Collaboration, Time Management",10.6,AI Engineer
"PHP, HTML, TypeScript, React",React Developer Certification,1.4,Master's,14,357,"Time Management, Communication, Attention to Detail",12.0,Web Developer
"Statistics, SQL, Google Analytics",Google Data Analytics,2.9,Bachelor's,14,144,"Adaptability, Leadership, Attention to Detail, Time Management",11.5,Data Analyst
"Power BI, Python, Data Visualization, SQL, NumPy, Excel",SAS Certified Analyst,4.3,PhD,23,122,"Leadership, Attention to Detail, Collaboration, Teamwork",6.2,Data Analyst
"SPSS, R, SQL, Statistics, Data Visualization",Microsoft Power BI,4.9,Bachelor's,15,182,"Teamwork, Attention to Detail, Leadership, Collaboration",8.0,Data Analyst
"LangChain, Scikit-learn, Python, PyTorch, Hugging Face, Keras, Angular",IBM AI Engineering,5.5,Bachelor's,12,235,"Creativity, Teamwork, Problem Solving, Attention to Detail",7.0,AI Engineer
"SPSS, R, Google Analytics, Power BI, Pandas, Tableau",IBM Data Analyst,4.4,Master's,5,133,"Teamwork, Time Management, Creativity",10.8,Data Analyst
"Power BI, SPSS, NumPy, R, Excel",None,2.3,Master's,6,230,"Time Management, Creativity, Attention to Detail, Teamwork",13.5,Data Analyst
"TensorFlow, Machine Learning, Hugging Face, MLOps",None,2.5,PhD,9,279,"Teamwork, Collaboration, Adaptability",18.1,AI Engineer
"Google Analytics, Data Visualization, Power BI, SQL, NumPy",Tableau Desktop Specialist,3.2,PhD,8,142,"Collaboration, Communication",10.7,Data Analyst
"Python, MLOps, NLP, LangChain, TensorFlow, OpenCV",Microsoft Azure AI,2.9,Bachelor's,5,131,"Creativity, Communication, Teamwork",15.4,AI Engineer
